verb,sentence,verb_idx,label
hail,The critics hailed the young pianist as a new Rubinstein,2,0
sift,They sifted through the job candidates .,1,1
tip,tip the arrow with the small stone,0,0
admit,He admitted his errors,1,0
decline,The roof declines here,2,0
agree,White wine does n't agree with me,4,1
sell,The French try to sell us their image as great lovers .,4,1
produce,This procedure produces a curious effect,2,0
down,He downed three martinis before dinner .,1,1
land,The drug smugglers landed the heroin on the beach of the island,3,0
circulate,This letter is being circulated among the faculty .,4,0
hack,I ca n't hack it anymore,3,1
escape,We escaped to our summer house for a few days,1,1
sound,sound a certain note,0,0
tax,They taxed him failure to appear in court .,1,1
crown,The speech crowned the meeting,2,1
include,We must include this chemical element in the group,2,0
plead,I pleaded with him to stop .,1,0
pin,pin down the butterfly,0,0
begin,The novel begins with a murder,2,0
palpitate,Her violent feelings palpitated the young woman 's heart,3,1
vegetate,warts and polyps can vegetate if not removed,4,0
trace,trace the outline of a figure in the sand,0,0
drain,Life in the camp drained him .,4,1
tense,he got a phone call from his lawyer that tensed him up,9,0
divide,The mountain range divides the two countries,3,0
range,Estimates for the losses in the earthquake range as high as $ 2 billion .,7,0
restore,The week at the spa restored me,5,0
heap,heap firewood around the fireplace,0,0
bolt,Do n't bolt your food !,2,1
rotate,Interns have to rotate for a few months,3,1
cook,These potatoes have to cook for 20 minutes,4,0
drown,She drowned her trouble in alcohol,1,1
understand,She understands French,1,0
invite,We invited the neighbors in for a cup of coffee,1,0
brush,Her long skirt brushed the floor,3,0
conduct,You can not conduct business like this,3,0
float,The government floated the ruble for a few months,2,1
besiege,The Turks besieged Vienna,2,0
claim,the accident claimed three lives,2,0
introduce,introduce legislation,0,0
vegetate,""" After a hard day 's work , I vegetate in front of the television """,9,1
level,I have to level with you,3,1
poison,She poisoned her husband but he did not die,1,0
stampede,Companies will now stampede to release their latest software,3,1
sustain,She alone sustained her family,2,0
affect,This new ruling affects your business,3,0
synchronize,Let 's synchronize our efforts,2,0
specialize,She specializes in honey bees,1,0
deform,the heat deformed the plastic sculpture,2,0
hunt,The King used to hunt these forests,4,0
relax,The rules relaxed after the new director arrived,2,1
register,Her surprise did not register,4,0
face,Turn and face your partner now .,2,1
raid,Our babysitter raided our refrigerator,2,1
deflate,The bad review of his work deflated his self - confidence,6,1
line,sorrow had lined his face,2,1
port,The big ship was slowly porting,5,0
address,He always addresses me with ` Sir ' .,2,0
change,She changed in Chicago on her way to the East coast,1,0
gravitate,Boys gravitate towards girls at that age,1,0
aim,I aim to arrive at noon,1,1
excavate,The mining company wants to excavate the hillside .,5,0
port,The ship finally ported,3,0
confuse,Her remarks confused the debate .,2,0
visit,He was visited with a terrible illness that killed him quickly .,2,1
allow,Mandela was allowed few visitors in prison,2,0
splash,The mother splashed the baby 's face with water .,2,0
escape,Gas escaped into the bedroom,1,0
consume,The effort to pass the exam consumed all his energy,6,0
stream,She was streaming with sweat,2,1
induct,The young geisha was inducted into the ways of her profession .,4,0
erupt,Vesuvius erupts once in a while,1,0
plaster,The demonstrators plastered the hallways with posters,2,0
sense,I sense his hostility,1,0
prick,The thought of her unhappiness pricked his conscience,5,1
stamp,stamp fruit extract the juice,0,1
mean,You never understand what I mean !,5,0
line,lined books are more enduring,0,0
nod,The old man was nodding in his chair,4,0
rejuvenate,The contact with his grandchildren rejuvenated him,5,0
snort,The addict was snorting cocaine almost every day,3,0
belong,They belong to the same political party,1,0
dump,The truck dumped the garbage in the street,2,0
talk,""" If you do n't oblige me , I 'll talk ! """,10,0
demand,The bank demanded payment of the loan,2,0
put,He put her to the torture,1,0
level,The ground levelled off,2,0
infect,society was infected by racism,2,1
plunge,The professor plunged his students into the study of the Italian text,2,1
peep,He peeped at the woman through the window .,1,0
trench,The National Guardsmen were sent out to trench,7,0
grope,He made some sexual advances at the woman in his office and groped her repeatedly,12,0
flick,He flicked a piece of paper across the table .,1,0
pose,This poses an interesting question,1,1
salute,I salute your courage !,1,1
pierce,The scream pierced the night .,2,1
whistle,Her optimism whistled away these worries,2,1
repose,These philosophers reposed the law in the people,2,0
lighten,""" after a glass of wine , he lightened up a bit """,8,1
understand,I understand you have no previous experience ?,1,0
desert,the students deserted the campus after the end of exam period,2,0
process,He was processed by the sheriff,2,0
factor,You must factor in the recent developments,2,0
ramp,The roses ramped over the wall,2,0
provide,He provides for his large family by working three jobs,1,0
seem,I seem to be misunderstood by everyone,1,0
redouble,The noise doubled and redoubled,4,0
believe,You can not believe this man,3,0
right,They righted the sailboat that had capsized,1,0
condense,condense the contents of a book into a summary,0,0
conduct,Bernstein conducted Mahler like no other conductor,1,0
revive,Interest in ESP revived,3,1
answer,The steering of my new car answers to the slightest touch,6,1
recapture,They tried to recapture the escaped prisoner .,3,0
vanish,The effect vanished when day broke,2,0
factor,a quantum computer can factor the number 15,4,0
attest,This word is not attested until 1993,4,0
march,He marched into the classroom and announced the exam,1,0
wallow,wallow in your sorrows,0,1
warn,The old man warned the children off his property .,3,0
commit,She committed herself to the work of God,1,0
port,We were porting all in the club after dinner,2,1
admit,admit someone to the profession,0,0
approach,We were approaching our destination,2,0
gag,The burglars gagged the home owner and tied him to a chair,2,0
salt,the rebels had salted the fields with mines and traps,3,1
hurt,She hurt me when she did not include me among her guests,1,1
condense,The cold air condensed the steam,3,0
crush,The plastic bottle crushed against the wall,3,0
shipwreck,You have shipwrecked my career .,2,1
land,the pilot managed to land the airplane safely,4,0
assume,I assume his train was late,1,0
name,Many senators were named in connection with the scandal,3,0
review,She reviews books for the New York Times,1,0
interrupt,We interrupt the program for the following messages,1,0
flush,the sky flushed with rosy splendor,2,1
face,The two sofas face each other .,3,0
dehydrate,All this exercise and sweating has dehydrated me .,6,0
cloud,The stroke clouded memories of her youth .,2,1
wear,wear one 's hair in a certain way,0,0
rationalize,""" When one wonders why one is doing certain things , one should rationalize """,13,0
redouble,The enemy redoubled their screaming on the radio,2,0
step,The architect wants to step the terrace,4,0
rail,rail in the old graves,0,1
act,You should act like an adult,2,0
name,They named their son David,1,0
whistle,The bullets whistled past him,2,1
depress,These news depressed her,2,0
lend,This story would lend itself well to serialization on television,3,1
fill,The pool slowly filled with water,3,0
uproot,The vestiges of political democracy were soon uprooted .,7,1
lend,Her presence lends a certain cachet to the company,2,0
exclude,The cost for the trip excludes food and beverages,5,0
immigrate,Britain immigrated many colonists to America,1,0
ascend,The path ascended to the top of the hill .,2,0
stuff,She stuffed herself at the dinner,1,1
wear,She was wearing yellow that day,2,0
inherit,I inherited my good eyesight from my mother,1,0
discolor,The painting discolored .,2,0
prick,The needle pricked his skin,2,0
glare,The moon glared back at itself from the lake 's surface,2,1
fill,He filled up on turkey,1,0
consider,consider the possibility of moving,0,0
sift,He sifted the information .,1,1
lie,Lie down on the bed until you feel better .,0,0
attend,She attends the old lady in the wheelchair,1,0
negociate,The hiker negociated the high mountain pass,2,1
vegetate,This fungus usually vegetates vigorously,3,0
review,let 's review your situation,2,0
spat,Bullets were spatting down on us,2,0
grab,She grabbed the child 's hand and ran out of the room,1,0
drift,snow drifting several feet high,1,0
provide,We provided the room with an electrical heater,1,0
absorb,He absorbed the costs for the accident .,1,1
confront,You must confront your opponent,2,0
moderate,moderate your alcohol intake,0,0
leak,Water leaked out of the can into the backpack,1,0
engrave,engrave the pen with the owner 's name,0,0
approach,Winter is approaching,2,0
write,She writes code faster than anybody else .,1,0
grow,He grows vegetables in his backyard,1,0
drown,He drowned the kittens,1,0
name,His name was mentioned in connection with the invention,1,0
tie,These big jets are tied to large airports,4,1
express,Many of the laboratory animals express the trait .,5,1
count,you can count on me to help you any time,2,1
plaster,plaster the broken arm,0,0
tax,The State taxes alcohol heavily .,2,0
scale,The troops scaled the walls of the fort,2,0
scale,This model must be scaled down,4,0
taste,We tasted wines last night,1,0
reenact,Congress reenacted the law,1,0
miss,She missed her train,1,0
swell,The music swelled to a crescendo,2,1
stagnate,blood stagnates in the capillaries,1,0
note,Take note of this chemical reaction,1,0
look,The child looks unhappy,2,0
blaze,The summer sun alone can cause a pine to blaze .,9,0
include,I include you in the list of culprits,1,0
refer,There were lots of questions referring to her talk,5,0
flap,The bird 's wings were flapping,5,0
attack,The cancer cells are attacking his liver,4,0
socialize,Children have to be socialized in school,4,0
attack,The editors of the left - leaning paper attacked the new House Speaker,8,1
right,right a wrongs done to the victims of the Holocaust,0,0
breathe,Our new synthetic fabric breathes and is perfect for summer wear,4,1
stimulate,Coffee and tea stimulate me,3,0
translate,the growth in income translates into greater purchasing power,4,0
stoop,The eagle stooped on the mice in the field .,2,0
dawn,It dawned on him that she had betrayed him,1,1
buzz,This office is buzzing with activity,3,1
time,The good player times his swing so as to hit the ball squarely .,3,0
continue,We can not continue several servants any longer,3,0
involve,This decision involves many changes,2,0
smother,the butter cream smothered the cake,3,1
abuse,Her husband often abuses alcohol .,3,1
want,I want to go home now,1,0
paste,paste the wall with burlap,0,0
air,air the old winter clothes,0,0
face,The building was faced with beautiful stones .,3,1
negociate,negociate securities,0,0
tax,You are taxing my patience .,2,1
steam,her indifference to his amorous advances really steamed the young man,7,1
drain,The rain water drains into this big vat .,3,0
vegetate,The bacterial growth vegetated along,3,0
produce,We produce more cars than we can sell,1,0
culminate,The meeting culminated in a tearful embrace .,2,1
gutter,The heavy rain guttered the soil .,3,1
confuse,These questions confuse even the experts .,2,0
produce,The proud father produced many pictures of his baby,3,0
fuel,""" fuel aircraft , ships , and cars """,1,0
plead,She was pleading insanity .,2,0
tease,the flirting man teased the young woman,3,0
design,She designed to go far in the world of business .,1,0
transfer,I transferred my stock holdings to my children,1,0
volley,Gun shots volleyed at the attackers .,2,1
propagate,Sound or light can be propagated through air .,5,0
oppose,We oppose the ban on abortion,1,0
tease,The advertisement is intended to tease the customers,5,0
inform,The principles that inform modern teaching,3,0
splash,Water was splashing on the floor .,2,0
deflate,The balloons deflated,2,0
act,She acts in this play,1,0
stimulate,The book stimulated her imagination,2,0
remember,He remembered her in his will,1,0
note,she noted everything the teacher said that morning,1,0
agree,She agreed to all my conditions,1,0
help,She helped herself to some of the office supplies,1,0
devour,he devoured three sandwiches,1,0
dawn,The age of computers had dawned,5,1
confirm,The witnesses confirmed the victim 's account,2,0
sit,When does the court of law sit ?,6,1
leak,The news leaked out despite his secrecy,2,1
claw,She clawed the doorknob .,1,1
radiate,The sun radiates heat,2,0
exhaust,This kind of work exhausts me .,4,0
consume,The fire consumed the building,2,1
circulate,She circulates among royalty .,1,1
square,one idea squares with the other one,2,1
visualize,""" With this machine , ultrasound can be visualized . """,8,0
blast,She tended to blast when speaking into a microphone,3,1
stagnate,There are marshes that stagnate the waters,4,0
blend,This flavor will blend with those in your dish .,3,0
consolidate,The mud had consolidated overnight,3,0
twist,Do n't twist my words,2,1
fasten,This dress fastens in the back .,2,0
assume,When will the new President assume office ?,5,0
wrestle,The children wrestled in the garden .,2,0
fuel,fuel the debate on creationism,0,1
breathe,He breathed new life into the old house,1,1
convulse,earthquakes convulsed the countryside,1,0
report,Dozens of incidents of wife beatings are reported daily in this city,7,0
fit,He fitted other pieces of paper to his cut - out,1,0
palpitate,His heart palpitated,2,0
vegetate,They vegetated the hills behind their house,1,0
review,she reviewed her achievements with pride,1,0
eat,We did not eat until 10 P.M. because there were so many phone calls,3,0
count,Can you count the books on your shelf ?,2,0
dance,My husband and I like to dance at home to the radio .,6,0
challenge,She challenged his claims,1,0
walk,I 'll walk you to your car,2,0
begin,This economic measure does n't even begin to deal with the problem of inflation,6,0
color,The child colored the drawings,2,0
warn,The director warned him that he might be fired .,2,0
crawl,European children learn the breast stroke ; they often do n't know how to crawl,14,0
visit,""" Every summer , we visited our relatives in the country for a month . """,5,0
attend,She attends class regularly,1,0
drift,drift the cattle herds westwards,0,0
shake,The bad news shook her hopes .,3,1
segregate,Many towns segregated into new counties,2,0
note,She noted that someone was following her,1,0
clap,The children were clapping to the music,3,0
refine,refine a method of analysis,0,0
suck,The current boom in the economy sucked many workers in from abroad,6,1
indicate,These symptoms indicate a serious illness,2,0
date,The package is dated November 24,3,0
water,His eyes were watering,3,0
abuse,The actress abused the policeman who gave her a parking ticket .,2,1
land,this may land you in jail,2,1
back,back this enterprise,0,0
repose,Mao reposes in his mausoleum,1,0
jam,the mechanism jammed,2,0
hurt,Were you hurting after the accident ?,2,0
help,These pills will help the patient,3,0
buzz,he buzzed the servant,1,1
stamp,His playing stamps him as a Romantic,2,1
capture,This nucleus has captured the slow - moving neutrons,3,0
besiege,The press photographers besieged the movie star,3,0
spray,spray the wall with paint,0,0
gag,The students were gagging during dinner,3,0
reach,Government reaches out to the people,1,1
dash,dashed ambitions and hopes,0,1
melt,The wax melted in the sun,2,0
top,The hikers topped the mountain just before noon,2,1
spell,He spelled the word wrong in this letter,1,0
accommodate,This hotel can accommodate 250 guests,3,0
bow,He bowed before the King,1,0
crown,The prince was crowned in Westminster Abbey,3,0
credit,We credited her for saving our jobs,1,0
precipitate,Our economy precipitated into complete ruin,2,1
indicate,Tetracycline is indicated in such cases,2,0
seize,The sales clerk quickly seized the money on the counter,4,0
back,back into the driveway,0,0
recall,recall the defective auto tires,0,0
crush,The car crushed the toy,2,0
spot,spot the areas that one should clearly identify,0,0
clog,Fear clogged her mind,1,1
sense,I sensed the real meaning of his letter,1,0
converge,Social forces converged to bring the Fascists back to power .,2,1
offset,offset the conference proceedings,0,0
plunge,It plunged to the bottom of the well,1,0
exclude,The bad results were excluded from the report,4,0
tense,the bodybuilder 's neck muscles tensed ;,5,0
devour,Fire had devoured our home,2,1
incline,Their language inclines us to believe them,2,1
distill,distill the essence of this compound,0,0
drain,We drained the oil tank .,1,0
lock,They were locked in embrace .,2,1
relax,our new colleague relaxed when he saw that we were a friendly group,3,0
predicate,solving the problem is predicated on understanding it well,4,0
sift,The soldiers sifted through the woods .,2,1
blend,She blended the nuts and raisins together .,1,0
like,She likes to read Russian novels,1,0
test,She tested high on the LSAT and was admitted to all the good law schools,1,0
assimilate,Immigrants often want to assimilate quickly,4,0
stagger,The drunken man staggered into the room .,3,0
shipwreck,The vessel was shipwrecked .,3,0
assume,He assumed to himself the right to fill all positions in the town,1,0
pound,the salesman pounded the door knocker,2,0
revive,A hot soup will revive me,4,1
poison,This mushrooms can poison,3,0
digest,Protein digests in a few hours,1,0
flash,A shooting star flashed and was gone,3,0
piece,He pieced at the sandwich all morning,1,1
discolor,The shirts discolored .,2,0
bind,The hydrogen binds the oxygen .,2,0
attend,Menuhin 's playing was attended by a 15-minute standing ovation,4,0
precede,Stone tools precede bronze tools,2,0
consolidate,The companies consolidated,2,0
execute,The President executed the treaty,2,0
digest,I can not digest milk products,3,0
solicit,She is too shy to solicit .,5,0
inflate,The charges were inflated,3,1
excuse,excuse someone 's behavior,0,0
live,People lived in Africa millions of years ago,1,0
grope,His mind groped to make the connection,2,1
swim,the meat was swimming in a fatty gravy,3,1
supplicate,He supplicated the King for clemency,1,0
stumble,She stumbled over the tree root,1,0
tug,The tugboat tugged the freighter into the harbor,2,0
synchronize,synchronize your watches,0,0
root,the pig was rooting for truffles,3,0
change,His voice began to change when he was 12 years old,4,0
paint,He painted his mistress many times,1,0
float,The dancer floated across the stage,2,1
flick,The father flicked him with his hand .,2,1
sharpen,We had to sharpen our arguments,3,1
swallow,Am I supposed to swallow that story ?,4,1
pour,Put on your rain coat -- it 's pouring outside !,8,1
suck,suck the poison from the place where the snake bit,0,0
transfer,transfer the packet from his trouser pockets to a pocket in his jacket,0,0
cloud,Their faces were clouded with sadness .,3,1
worry,I worry about the second Germanic consonant shift,1,0
appear,Did your latest book appear yet ?,4,0
ascend,Inheritance may not ascend linearly .,3,1
blast,the gunman blasted away,2,0
interrupt,She interrupted her pregnancy,1,1
please,These colors please the senses,2,0
solicit,Henry IV solicited the Pope for a divorce .,2,0
treat,The doctor treated my broken leg,2,0
perturb,The orbits of these stars were perturbed by the passings of a comet,6,1
load,He loaded his gun carefully,1,0
appeal,Appeal to somebody for help !,0,1
twist,The wrestler twisted his shoulder,2,0
clean,The other players cleaned him completely,3,0
fracture,This writer really fractures the language .,3,1
like,How did you like the President 's speech last night ?,3,0
replace,Smith replaced Miller as CEO after Miller left,1,0
fuel,The tanker fueled in Bahrain,2,0
score,They scored the SAT essays .,1,0
trace,The children traced along the edge of the dark forest,2,1
spell,the workers spell every four hours,2,1
avoid,Muslims avoid tobacco during the day .,1,0
circulate,The fan circulates the air in the room .,2,0
provide,The hostess provided lunch for all the guests,2,0
reenact,They reenacted the battle of Princeton,1,0
deflate,deflate the air mattress,0,0
induct,There was a ceremony to induct the president of the Academy .,5,0
challenge,The illegal immigrant was challenged by the border guard,4,0
head,where is she heading,3,0
stream,Tears streamed down her face,1,0
amount,This idea will never amount to anything,4,1
reflect,Drive carefully -- the wet road reflects,6,0
recapture,The military forces managed to recapture the fort .,5,0
pour,People were pouring out of the theater .,2,1
talk,She talks a lot of nonsense .,1,0
ask,She asked him for a loan,1,0
shower,He was showered with praise,2,1
lighten,The room lightened up,2,0
portray,The father is portrayed as a good - looking man in this painting,3,0
replace,replace the book on the shelf after you have finished reading it,0,0
miss,I missed that remark,1,0
inherit,The new chairman inherited many problems from the previous chair,3,0
consider,They considered the possibility of a strike,1,0
blur,The distinction between the two theories blurred,6,1
provide,provide for the proper care of the passengers on the cruise ship,0,0
condemn,the county condemned the land to build a highway,2,0
reform,reform a political system,0,0
seat,The host seated me next to Mrs. Smith,2,0
sequester,He sequestered himself in his study to write a book,1,0
attack,I attacked the problem as soon as I got out of bed,1,1
stall,""" she does n't want to write the report , so she is stalling """,13,0
flood,The swollen river flooded the village,3,0
end,She ended their friendship when she found out that he had once been convicted of a crime .,1,0
cloud,The smoke clouded above the houses .,2,0
sensitize,sensitize the photographic film,0,0
tie,The teams drew a tie,4,0
lie,She lied when she told me she was only 29 .,1,0
lie,The fate of Bosnia lies in the hands of the West .,4,1
mellow,Age and experience mellowed him over the years,3,0
gather,She gathered her shawl around her shoulders .,1,0
express,Italians express coffee rather than filter it .,1,0
vote,vote the Democratic ticket,0,0
scale,This bike scales only 25 pounds,2,0
tie,The fishermen tied their flies,2,0
exhaust,One should not exhaust one 's savings .,3,1
radiate,Heat radiated from the metal box,1,0
stamp,a man whose name is permanently stamped on our maps,6,1
dash,She dashed into the yard,1,0
trail,John trailed behind his class mates .,1,1
affect,the medicine affects my heart rate,2,0
dump,The company dumped him after many years of service,2,1
vouch,Will he vouch for me ?,2,0
process,They processed into the dining room,1,0
test,She does n't test well,3,0
ruin,This behavior will ruin your chances of winning the election,3,0
design,Chanel designed the famous suit .,1,0
scorch,The exposed tree scorched in the hot sun .,3,1
blaze,He blazed away at the men .,1,1
recall,The company recalled the product when it was found to be faulty,2,0
bow,She bowed before the Queen,1,0
answer,She did n't want to answer,5,0
put,We put the time of arrival at 8 P.M.,1,0
refine,refine one 's style of writing,0,0
level,The building was levelled,3,0
quote,He said he could quote several instances of this behavior .,4,0
kick,The boy kicked the dog .,2,0
poison,She poisoned her husband,1,0
confront,The child screamed when he confronted the man in the Halloween costume,5,0
continue,We continued our research into the cause of the illness,1,0
help,""" I served him three times , and after that he helped himself """,11,0
ruin,You have ruined my car by pouring sugar in the tank !,2,0
administer,administer a program,0,0
gain,She gained 20 pounds when she stopped exercising,1,0
sign,They signed two new pitchers for the next season .,1,1
specialize,She specializes in Near Eastern history,1,0
drift,stock prices are drifting higher,3,1
remit,The taxes were remitted,3,0
waste,Do n't waste a joke on an unappreciative audience .,2,1
reach,The sunlight reached the wall,2,0
salute,""" When the officers show up , the soldiers have to salute """,11,0
believe,I believe that he will come back from the war,1,0
test,The teacher tests us every week,2,0
fracture,These events could fracture the balance of power .,3,1
lean,He leaned his rifle against the wall,1,0
constitutionalize,A woman 's right to an abortion was constitutionalized in the 1970 's,8,0
expect,She is expecting in March,2,0
restore,restore law and order,0,0
redound,Fame redounds to the heroes .,1,1
answer,The defendant answered to all the charges of the prosecution,2,0
hail,It hailed for an hour,1,0
gutter,Tears guttered down her face .,1,1
impress,This child impressed me as unusually mature,2,0
acquaint,Please acquaint your colleagues of your plans to move .,1,0
thrill,The children were thrilled at the prospect of going to the movies,3,0
relax,relax the tension on the rope,0,0
stagger,The architect decided to stagger the chairs in the lecture hall .,4,0
push,She is pushing fifty,2,1
push,she pushed against the wall with all her strength,1,0
harmonize,The colors do n't harmonize,4,1
pump,The athlete pumps weights in the gym .,2,0
walk,He walks the horse up the mountain .,1,0
ruffle,The bird ruffled its feathers .,2,0
match,The two pieces match .,3,0
confront,We confronted him with the evidence,1,0
propagate,The genes propagate these characteristics to the offspring .,2,0
review,I reviewed the material before the test,1,0
shower,You should shower after vigorous exercise,2,0
remember,remember me in your prayers,0,0
invite,Can I invite you for dinner on Sunday night ?,2,0
leak,The container leaked gasoline,2,0
plunge,the stock market plunged,3,0
salute,a terrible stench saluted our nostrils,3,1
challenge,Fischer challenged Spassky to a match,1,0
thunder,The river thundered below .,2,1
distill,The acid distills at a specific temperature,2,0
shower,Meteors showered down over half of Australia,1,0
design,Dupont designs for the house of Chanel .,1,0
sit,I can not baby - sit tonight ; I have too much homework to do,5,1
look,We looked all day and finally found the child in the forest,1,0
push,He pushed her to finish her doctorate,1,1
socialize,Health care should be socialized !,4,0
denote,` multi- ' denotes ` many ',3,0
ping,I 'll ping my accountant -- April 15 is nearing,2,1
redound,Everything redounded to his glory .,1,1
air,This show will air Saturdays at 2 P.M.,3,1
spread,the infection spread,2,0
sell,These books sell like hot cakes .,2,0
swallow,I swallowed my anger and kept quiet,1,1
stall,The inexperienced driver kept stalling the car,4,0
offset,His skills offset his opponent 's superior strength,2,0
scan,the surgeon scanned the X - ray,2,0
express,Can you express this distance in kilometers ?,2,0
down,Some people can down a pound of meat in the course of one meal .,3,1
juggle,juggle an account so as to hide a deficit,0,1
bolt,The listeners bolted when he discussed his strange ideas,2,0
name,name your accomplices !,0,0
divide,Can you divide 49 by seven ?,2,0
propagate,Sound and light propagate in this medium .,3,0
pin,The child was pinned under the fallen tree,3,0
flow,The champagne flowed at the wedding,2,1
recapture,She could not recapture that feeling of happiness .,3,1
repose,The nation reposed its confidence in the King,2,0
locate,The company located some of their agents in Los Angeles .,2,0
top,They topped off their dinner with a cognac .,1,1
acknowledge,The Crown Prince was acknowledged as the true heir to the throne,4,0
understand,You do n't need to explain -- I understand !,8,0
swim,this snake swims through the soil where it lives,2,0
tack,The sailors decided to tack the boat,4,0
deform,The sidewalk deformed during the earthquake,2,0
boost,The tax cut will boost the economy .,4,1
believe,I believed his report,1,0
bother,The mere thought of her bothered him and made his heart beat faster,5,0
walk,""" Walk , do n't run ! """,1,0
revive,The doctors revived the comatose man,2,0
correct,the stock market corrected,3,1
constitutionalize,A good way of exercising is to constitutionalize,7,0
tithe,""" Although she left the church officially , she still tithes """,10,0
gallop,Did you gallop the horse just now ?,2,0
appeal,He was found guilty but appealed immediately .,5,0
neutralize,She neutralized the solution,1,0
push,The salesman is aggressively pushing the new computer model,4,1
smash,He smashed a 3-run homer,1,1
taste,The ex - slave tasted freedom shortly before she died,4,1
tense,alternately relax and tense your calf muscle,3,0
include,The list includes the names of many famous writers,2,0
ignite,Great heat can ignite almost any dry matter,3,0
precede,Bill preceded John in the long line of Susan 's husbands,1,0
process,The results of the elections were still being processed when he gave his acceptance speech,8,0
stoop,The old man was stooping but he could walk around without a cane .,4,0
buy,This sum will buy you a ride on the train,3,0
cheer,everybody cheered the birthday boy,1,0
miss,""" Fortunately , I missed the hurricane """,4,0
gain,The home team was gaining ground,4,0
heap,heap the platter with potatoes,0,0
march,The Japanese marched their prisoners through Manchuria,2,0
socialize,He never socializes with his colleagues,2,0
besiege,She was besieged by so many problems that she got discouraged,2,1
recruit,They recruited new soldiers .,1,0
curl,She curled farther down under the covers .,1,1
govern,Who is governing the country now ?,2,0
assign,We were assigned new uniforms .,2,0
stagnate,The old man sat and stagnated on his porch,5,0
preserve,We preserve these archeological findings,1,0
talk,The baby talks already .,2,0
form,the water formed little beads,2,0
color,My personal feelings color my judgment in this case,3,1
spell,How do you spell this word ?,3,0
lock,The therapist noticed that the patient 's knees tended to lock in this exercise .,10,0
invade,The cancer had invaded her lungs,3,0
flow,The artist flowed the washes on the paper,2,1
wish,I wish that Christmas were over .,1,0
treat,I treated his advances as a joke,1,0
convulse,The spasm convulses her facial muscles,2,0
ferment,The Middle East is fermenting,4,1
appreciate,Do you appreciate the full meaning of this letter ?,2,0
answer,She must answer for her actions,2,0
ignite,The ostentatious way of living of the rich ignites the hatred of the poor,8,1
walk,The lovers held hands while walking .,5,0
join,She joined him for a drink,1,0
ignite,Marsh gases ignited suddenly,2,0
vote,He voted for the motion,1,0
tip,Remember to tip the waiter,2,0
consider,You must consider her age,2,0
condemn,We condemn the racism in South Africa,1,0
acquaint,You should acquaint yourself with your new computer .,2,0
vanish,the money vanished in las Vegas,2,0
top,A star tops the Christmas Tree .,2,0
land,the enemy landed several of our aircraft,2,0
design,She designed a good excuse for not attending classes that day .,1,1
culminate,The helmet culminated in a crest .,2,0
register,Did you register any change when I pressed the button ?,2,0
kick,He kicked the extra point after touchdown .,1,0
orient,We had to orient ourselves in the forest,3,0
plunge,She plunged at it eagerly,1,0
want,This piano wants the attention of a competent tuner,2,1
sharpen,This drug will sharpen your vision,3,1
wharf,wharf the passengers,0,1
square,He squared his shoulders,1,1
join,join these two parts so that they fit together,0,0
grow,The tree trunks had grown together,4,0
restore,restore the forest to its original pristine condition,0,0
exploit,He exploit the new taxation system,1,0
design,This room is not designed for work .,4,0
appear,He had to appear in court last month,3,0
appreciate,The Germans want to appreciate the Deutsche Mark,4,0
admit,The French doors admit onto the yard,3,0
flap,The bird flapped its wings,2,0
consolidate,consolidate fibers into boards,0,0
clamor,They clamored the mayor into building a new park,1,0
induct,We were inducted into the honor society .,2,0
recast,He was recast as Iago .,2,0
communicate,communicate a disease,0,0
expect,I 'm expecting a full explanation as to why these files were destroyed,2,0
vanish,An entire civilization vanished,3,0
plaster,She plastered warnings all over the wall,1,0
fire,The boss fired his secretary today,2,0
tease,The children teased the boy because of his stammer,2,0
blur,The fog blurs my vision,2,0
lock,She locked her jewels in the safe .,1,0
precipitate,The bridge broke and precipitated the train into the river below,4,1
buy,I ca n't buy this story,3,1
